100	50	0.000102
200	50	0.000107
300	50	0.000118
400	50	0.000131
500	50	0.000155
600	50	0.000141
700	50	0.000144
800	50	0.000154
900	50	0.000156
1000	50	0.000162
1100	50	0.000223
1200	50	0.000224
1300	50	0.000272
1400	50	0.00024
1500	50	0.000267
1600	50	0.000252
1700	50	0.000261
1800	50	0.000264
1900	50	0.000283
2000	50	0.00027
2100	50	0.000279
2200	50	0.000285
2300	50	0.000307
2400	50	0.000303
2500	50	0.000308
2600	50	0.000312
2700	50	0.000326
2800	50	0.000356
2900	50	0.000343
3000	50	0.00034
3100	50	0.000351
3200	50	0.000355
3300	50	0.000363
3400	50	0.000377
3500	50	0.000386
3600	50	0.000477
3700	50	0.000394
3800	50	0.000397
3900	50	0.000406
4000	50	0.000406
4100	50	0.000446
4200	50	0.000433
4300	50	0.000455
4400	50	0.000432
4500	50	0.000435
4600	50	0.000441
4700	50	0.000456
4800	50	0.00046
4900	50	0.000456
5000	50	0.000479
5100	50	0.000501
5200	50	0.000483
5300	50	0.000483
5400	50	0.000484
5500	50	0.000493
5600	50	0.000488
5700	50	0.0005
5800	50	0.000517
5900	50	0.000635
6000	50	0.000548
6100	50	0.000525
6200	50	0.000523
6300	50	0.000534
6400	50	0.000537
6500	50	0.000533
6600	50	0.000564
6700	50	0.000536
6800	50	0.000541
6900	50	0.000602
7000	50	0.000557
7100	50	0.000569
7200	50	0.000573
7300	50	0.000617
7400	50	0.000614
7500	50	0.0006
7600	50	0.000598
7700	50	0.000599
7800	50	0.000603
7900	50	0.000592
8000	50	0.000609
8100	50	0.000631
8200	50	0.000609
8300	50	0.000621
8400	50	0.000609
8500	50	0.000629
8600	50	0.000631
8700	50	0.000623
8800	50	0.00067
8900	50	0.000646
9000	50	0.000649
9100	50	0.000664
9200	50	0.000669
9300	50	0.000721
9400	50	0.00067
9500	50	0.00071
9600	50	0.000732
9700	50	0.000683
9800	50	0.000689
9900	50	0.00072
10000	50	0.000697
10100	50	0.000702
10200	50	0.000738
10300	50	0.000743
10400	50	0.000737
10500	50	0.000743
10600	50	0.000736
10700	50	0.000742
10800	50	0.000739
10900	50	0.000744
11000	50	0.000746
11100	50	0.000845
11200	50	0.000775
11300	50	0.000751
11400	50	0.000759
11500	50	0.000765
11600	50	0.000764
11700	50	0.000737
11800	50	0.000796
11900	50	0.00077
12000	50	0.000767
12100	50	0.000771
12200	50	0.000776
12300	50	0.000775
12400	50	0.000784
12500	50	0.000845
12600	50	0.000777
12700	50	0.000778
12800	50	0.000778
12900	50	0.000788
13000	50	0.000782
13100	50	0.000789
13200	50	0.000817
13300	50	0.000853
13400	50	0.000809
13500	50	0.000821
13600	50	0.000825
13700	50	0.000834
13800	50	0.000824
13900	50	0.000828
14000	50	0.000821
14100	50	0.000822
14200	50	0.000856
14300	50	0.000827
14400	50	0.000828
14500	50	0.000817
14600	50	0.000824
14700	50	0.000833
14800	50	0.00088
14900	50	0.000854
15000	50	0.000822
15100	50	0.000845
15200	50	0.000852
15300	50	0.00085
15400	50	0.000849
15500	50	0.000856
15600	50	0.000854
15700	50	0.000855
15800	50	0.00085
15900	50	0.000831
16000	50	0.00085
16100	50	0.000942
16200	50	0.00084
16300	50	0.000905
16400	50	0.000997
16500	50	0.000868
16600	50	0.000841
16700	50	0.000862
16800	50	0.000952
16900	50	0.00087
17000	50	0.000893
17100	50	0.001234
17200	50	0.000943
17300	50	0.0009
17400	50	0.000916
17500	50	0.000901
17600	50	0.000988
17700	50	0.000954
17800	50	0.000908
17900	50	0.00093
18000	50	0.000935
18100	50	0.000945
18200	50	0.000994
18300	50	0.001011
18400	50	0.00096
18500	50	0.000993
18600	50	0.001057
18700	50	0.000986
18800	50	0.000982
18900	50	0.000984
19000	50	0.000994
19100	50	0.001035
19200	50	0.000998
19300	50	0.000996
19400	50	0.001006
19500	50	0.000984
19600	50	0.001021
19700	50	0.000972
19800	50	0.001068
19900	50	0.001019
20000	50	0.00108
20100	50	0.000986
20200	50	0.001039
20300	50	0.001044
20400	50	0.001033
20500	50	0.001046
20600	50	0.001106
20700	50	0.001013
20800	50	0.001044
20900	50	0.001034
21000	50	0.001043
21100	50	0.00106
21200	50	0.001042
21300	50	0.002524
21400	50	0.001089
21500	50	0.001106
21600	50	0.001094
21700	50	0.001062
21800	50	0.001058
21900	50	0.00106
22000	50	0.001043
22100	50	0.001065
22200	50	0.001145
22300	50	0.001126
22400	50	0.001124
22500	50	0.001105
22600	50	0.001293
22700	50	0.001073
22800	50	0.001135
22900	50	0.001127
23000	50	0.001096
23100	50	0.001062
23200	50	0.0011
23300	50	0.001103
