1000	50	0.092777
2000	50	0.118118
3000	50	0.168001
4000	50	0.192963
5000	50	0.218722
6000	50	0.268191
7000	50	0.293124
8000	50	0.318455
9000	50	0.368339
10000	50	0.394635
11000	50	0.443315
12000	50	0.468184
13000	50	0.497055
14000	50	0.54387
15000	50	0.568128
16000	50	0.593486
17000	50	0.716125
18000	50	0.740487
19000	50	0.773975
20000	50	0.815515
21000	50	0.840654
22000	50	0.886286
23000	50	0.915892
24000	50	0.940605
25000	50	0.990232
26000	50	1.01557
27000	50	1.04603
28000	50	1.09171
29000	50	1.11551
30000	50	1.15167
31000	50	1.19421
32000	50	1.2157
33000	50	1.25593
34000	50	1.29179
35000	50	1.31558
36000	50	1.36643
37000	50	1.39073
38000	50	1.41979
39000	50	1.46836
40000	50	1.49062
41000	50	1.53638
42000	50	1.56505
43000	50	1.59075
44000	50	1.62989
45000	50	1.66568
46000	50	1.69557
47000	50	1.74149
48000	50	1.76553
49000	50	1.79883
50000	50	1.84144
