100	10	5.4e-05
200	10	6.6e-05
300	10	5.9e-05
400	10	5.4e-05
500	10	0.000138
600	10	5.6e-05
700	10	7.9e-05
800	10	6.1e-05
900	10	9.4e-05
1000	10	0.000108
1100	10	0.000106
1200	10	0.000114
1300	10	0.000114
1400	10	0.00013
1500	10	0.00011
1600	10	0.00013
1700	10	0.000123
1800	10	0.000114
1900	10	0.000131
2000	10	0.000138
2100	10	0.00014
2200	10	0.000133
2300	10	0.000174
2400	10	0.000137
2500	10	0.00013
2600	10	0.000151
2700	10	0.000153
2800	10	0.00015
2900	10	0.000142
3000	10	0.000158
3100	10	0.000164
3200	10	0.000174
3300	10	0.00016
3400	10	0.000176
3500	10	0.000175
3600	10	0.000156
3700	10	0.000174
3800	10	0.000165
3900	10	0.00016
4000	10	0.000229
4100	10	0.000173
4200	10	0.000179
4300	10	0.000193
4400	10	0.000184
4500	10	0.0002
4600	10	0.000178
4700	10	0.000199
4800	10	0.000183
4900	10	0.000191
5000	10	0.000171
5000	10	0.000187
6000	10	0.000215
7000	10	0.000236
8000	10	0.000226
9000	10	0.000226
10000	10	0.000265
11000	10	0.00027
12000	10	0.000302
13000	10	0.000335
14000	10	0.000317
15000	10	0.000336
16000	10	0.000303
17000	10	0.000344
18000	10	0.000312
19000	10	0.000358
20000	10	0.000373
21000	10	0.000349
22000	10	0.000405
23000	10	0.00038
24000	10	0.000428
25000	10	0.000365
26000	10	0.000408
27000	10	0.000513
28000	10	0.000478
29000	10	0.000488
30000	10	0.000558
31000	10	0.000476
32000	10	0.000552
33000	10	0.000474
34000	10	0.000477
35000	10	0.000448
36000	10	0.000513
37000	10	0.000461
38000	10	0.000523
39000	10	0.000477
40000	10	0.000538
41000	10	0.000564
42000	10	0.000555
43000	10	0.000573
44000	10	0.00052
45000	10	0.000663
46000	10	0.000583
47000	10	0.000719
48000	10	0.000631
49000	10	0.000559
50000	10	0.000627
100	50	0.000102
200	50	0.000159
300	50	0.000118
400	50	0.000137
500	50	0.000152
600	50	0.000138
700	50	0.000172
800	50	0.000188
900	50	0.000176
1000	50	0.000156
1100	50	0.000245
1200	50	0.000262
1300	50	0.000263
1400	50	0.000273
1500	50	0.000243
1600	50	0.000281
1700	50	0.00042
1800	50	0.000258
1900	50	0.000288
2000	50	0.000268
2100	50	0.000313
2200	50	0.000288
2300	50	0.00035
2400	50	0.000341
2500	50	0.0003
2600	50	0.000345
2700	50	0.00032
2800	50	0.00036
2900	50	0.000335
3000	50	0.000345
3100	50	0.000402
3200	50	0.000362
3300	50	0.000622
3400	50	0.000384
3500	50	0.000414
3600	50	0.000429
3700	50	0.000416
3800	50	0.00042
3900	50	0.000397
4000	50	0.000454
4100	50	0.000416
4200	50	0.00045
4300	50	0.000432
4400	50	0.000438
4500	50	0.000483
4600	50	0.00049
4700	50	0.000469
4800	50	0.000454
4900	50	0.000497
5000	50	0.000472
5000	50	0.000475
6000	50	0.000523
7000	50	0.000555
8000	50	0.000643
9000	50	0.000629
10000	50	0.000718
11000	50	0.005393
12000	50	0.000818
13000	50	0.000779
14000	50	0.000838
15000	50	0.000919
16000	50	0.000918
17000	50	0.000943
18000	50	0.001093
19000	50	0.001033
20000	50	0.001029
21000	50	0.001079
22000	50	0.001146
23000	50	0.001075
24000	50	0.001179
25000	50	0.001239
