1	100	0.00016711	Sorting	Ok		0.00016264
1	100	0.000161933	Sorting	Ok		
1	100	0.000161724	Sorting	Ok		
1	100	0.000162671	Sorting	Ok		
1	100	0.000162072	Sorting	Ok		
1	100	0.000162225	Sorting	Ok		
1	100	0.000160362	Sorting	Ok		
1	100	0.000162179	Sorting	Ok		
1	100	0.000160965	Sorting	Ok		
1	100	0.000165155	Sorting	Ok		
1	1000	0.00946065	Sorting	Ok		0.009426836
1	1000	0.0096245	Sorting	Ok		
1	1000	0.0100207	Sorting	Ok		
1	1000	0.00950822	Sorting	Ok		
1	1000	0.00926375	Sorting	Ok		
1	1000	0.00926627	Sorting	Ok		
1	1000	0.00930517	Sorting	Ok		
1	1000	0.0092729	Sorting	Ok		
1	1000	0.00928218	Sorting	Ok		
1	1000	0.00926402	Sorting	Ok		
1	10000	0.938411	Sorting	Ok		0.9391807
1	10000	0.941122	Sorting	Ok		
1	10000	0.938327	Sorting	Ok		
1	10000	0.940413	Sorting	Ok		
1	10000	0.939137	Sorting	Ok		
1	10000	0.938647	Sorting	Ok		
1	10000	0.938039	Sorting	Ok		
1	10000	0.939687	Sorting	Ok		
1	10000	0.938345	Sorting	Ok		
1	10000	0.939679	Sorting	Ok		
1	20000	3.77112	Sorting	Ok		3.770712
1	20000	3.77389	Sorting	Ok		
1	20000	3.76943	Sorting	Ok		
1	20000	3.7698	Sorting	Ok		
1	20000	3.77107	Sorting	Ok		
1	20000	3.76824	Sorting	Ok		
1	20000	3.77054	Sorting	Ok		
1	20000	3.76932	Sorting	Ok		
1	20000	3.77103	Sorting	Ok		
1	20000	3.77268	Sorting	Ok		
1	40000	15.139	Sorting	Ok		15.14889
1	40000	15.1463	Sorting	Ok		
1	40000	15.1515	Sorting	Ok		
1	40000	15.1558	Sorting	Ok		
1	40000	15.1438	Sorting	Ok		
1	40000	15.157	Sorting	Ok		
1	40000	15.1551	Sorting	Ok		
1	40000	15.1478	Sorting	Ok		
1	40000	15.1471	Sorting	Ok		
1	40000	15.1455	Sorting	Ok		
2	100	0.000321883	Sorting	Ok		0.000272769
2	100	0.000261703	Sorting	Ok		
2	100	0.000260436	Sorting	Ok		
2	100	0.000269845	Sorting	Ok		
2	100	0.000270646	Sorting	Ok		
2	100	0.000270687	Sorting	Ok		
2	100	0.000267875	Sorting	Ok		
2	100	0.000267327	Sorting	Ok		
2	100	0.000269329	Sorting	Ok		
2	100	0.000267954	Sorting	Ok		
2	1000	0.0171345	Sorting	Ok		0.01708146
2	1000	0.0167661	Sorting	Ok		
2	1000	0.0167361	Sorting	Ok		
2	1000	0.0168984	Sorting	Ok		
2	1000	0.0172286	Sorting	Ok		
2	1000	0.0171954	Sorting	Ok		
2	1000	0.0171711	Sorting	Ok		
2	1000	0.0172855	Sorting	Ok		
2	1000	0.0172649	Sorting	Ok		
2	1000	0.017134	Sorting	Ok		
2	10000	1.58064	Sorting	Ok		1.584943
2	10000	1.5874	Sorting	Ok		
2	10000	1.57994	Sorting	Ok		
2	10000	1.58878	Sorting	Ok		
2	10000	1.58402	Sorting	Ok		
2	10000	1.58526	Sorting	Ok		
2	10000	1.58519	Sorting	Ok		
2	10000	1.58696	Sorting	Ok		
2	10000	1.58727	Sorting	Ok		
2	10000	1.58397	Sorting	Ok		
2	20000	6.291	Sorting	Ok		6.298532
2	20000	6.30845	Sorting	Ok		
2	20000	6.29542	Sorting	Ok		
2	20000	6.30299	Sorting	Ok		
2	20000	6.28553	Sorting	Ok		
2	20000	6.29179	Sorting	Ok		
2	20000	6.30114	Sorting	Ok		
2	20000	6.30268	Sorting	Ok		
2	20000	6.30497	Sorting	Ok		
2	20000	6.30135	Sorting	Ok		
2	40000	25.1126	Sorting	Ok		25.14313
2	40000	25.1107	Sorting	Ok		
2	40000	25.1207	Sorting	Ok		
2	40000	25.1203	Sorting	Ok		
2	40000	25.2399	Sorting	Ok		
2	40000	25.1231	Sorting	Ok		
2	40000	25.1134	Sorting	Ok		
2	40000	25.1851	Sorting	Ok		
2	40000	25.1602	Sorting	Ok		
2	40000	25.1453	Sorting	Ok		
3	100	0.000346846	Sorting	Ok		0.000307692
3	100	0.000302897	Sorting	Ok		
3	100	0.000302933	Sorting	Ok		
3	100	0.00029978	Sorting	Ok		
3	100	0.00030556	Sorting	Ok		
3	100	0.000303792	Sorting	Ok		
3	100	0.000303345	Sorting	Ok		
3	100	0.00030353	Sorting	Ok		
3	100	0.000303292	Sorting	Ok		
3	100	0.000304945	Sorting	Ok		
3	1000	0.0200877	Sorting	Ok		0.02006975
3	1000	0.0201124	Sorting	Ok		
3	1000	0.0200311	Sorting	Ok		
3	1000	0.0200744	Sorting	Ok		
3	1000	0.020056	Sorting	Ok		
3	1000	0.0200829	Sorting	Ok		
3	1000	0.0200427	Sorting	Ok		
3	1000	0.0200685	Sorting	Ok		
3	1000	0.0200414	Sorting	Ok		
3	1000	0.0201004	Sorting	Ok		
3	10000	1.85676	Sorting	Ok		1.85773
3	10000	1.85681	Sorting	Ok		
3	10000	1.8575	Sorting	Ok		
3	10000	1.86113	Sorting	Ok		
