0.000000 0.000000
0.030303 0.029997
0.060606 0.059382
0.090909 0.088154
0.121212 0.116315
0.151515 0.143863
0.181818 0.170799
0.212121 0.197123
0.242424 0.222834
0.272727 0.247934
0.303030 0.272421
0.333333 0.296296
0.363636 0.319559
0.393939 0.342210
0.424242 0.364249
0.454545 0.385675
0.484848 0.406489
0.515152 0.426691
0.545455 0.446281
0.575758 0.465259
0.606061 0.483624
0.636364 0.501377
0.666667 0.518519
0.696970 0.535047
0.727273 0.550964
0.757576 0.566269
0.787879 0.580961
0.818182 0.595041
0.848485 0.608509
0.878788 0.621365
0.909091 0.633609
0.939394 0.645240
0.969697 0.656260
1.000000 0.666667
1.030303 0.676462
1.060606 0.685644
1.090909 0.694215
1.121212 0.702173
1.151515 0.709519
1.181818 0.716253
1.212121 0.722375
1.242424 0.727885
1.272727 0.732782
1.303030 0.737068
1.333333 0.740741
1.363636 0.743802
1.393939 0.746250
1.424242 0.748087
1.454545 0.749311
1.484848 0.749923
1.515152 0.749923
1.545455 0.749311
1.575758 0.748087
1.606061 0.746250
1.636364 0.743802
1.666667 0.740741
1.696970 0.737068
1.727273 0.732782
1.757576 0.727885
1.787879 0.722375
1.818182 0.716253
1.848485 0.709519
1.878788 0.702173
1.909091 0.694215
1.939394 0.685644
1.969697 0.676462
2.000000 0.666667
2.030303 0.656260
2.060606 0.645240
2.090909 0.633609
2.121212 0.621365
2.151515 0.608509
2.181818 0.595041
2.212121 0.580961
2.242424 0.566269
2.272727 0.550964
2.303030 0.535047
2.333333 0.518519
2.363636 0.501377
2.393939 0.483624
2.424242 0.465259
2.454545 0.446281
2.484848 0.426691
2.515152 0.406489
2.545455 0.385675
2.575758 0.364249
2.606061 0.342210
2.636364 0.319559
2.666667 0.296296
2.696970 0.272421
2.727273 0.247934
2.757576 0.222834
2.787879 0.197123
2.818182 0.170799
2.848485 0.143863
2.878788 0.116315
2.909091 0.088154
2.939394 0.059382
2.969697 0.029997
3.000000 0.000000
