1	100x100	0.0198559		0.01636481
1	100x100	0.0168971		
1	100x100	0.0170665		
1	100x100	0.0171997		
1	100x100	0.016333		
1	100x100	0.0157016		
1	100x100	0.01564		
1	100x100	0.0152797		
1	100x100	0.0149544		
1	100x100	0.0147202		
2	100x100	0.007192		0.00660463
2	100x100	0.00712425		
2	100x100	0.00657683		
2	100x100	0.00639359		
2	100x100	0.00672103		
2	100x100	0.00658439		
2	100x100	0.00637119		
2	100x100	0.00636859		
2	100x100	0.00634996		
2	100x100	0.00636447		
3	100x100	0.00451027		0.004466411
3	100x100	0.00447249		
3	100x100	0.00446424		
3	100x100	0.0044657		
3	100x100	0.00446428		
3	100x100	0.00445043		
3	100x100	0.00445713		
3	100x100	0.00445694		
3	100x100	0.00445672		
3	100x100	0.00446591		
4	100x100	0.00340908		0.003368504
4	100x100	0.00335484		
4	100x100	0.00336548		
4	100x100	0.00337462		
4	100x100	0.00335422		
4	100x100	0.00336888		
4	100x100	0.00335803		
4	100x100	0.00335616		
4	100x100	0.00336921		
4	100x100	0.00337452		
1	200x200	0.102198		0.102037
1	200x200	0.101325		
1	200x200	0.101334		
1	200x200	0.102544		
1	200x200	0.102087		
1	200x200	0.101495		
1	200x200	0.101972		
1	200x200	0.104399		
1	200x200	0.101692		
1	200x200	0.101324		
2	200x200	0.0511338		0.05158513
2	200x200	0.0513091		
2	200x200	0.0529		
2	200x200	0.052055		
2	200x200	0.0507608		
2	200x200	0.0519882		
2	200x200	0.0530898		
2	200x200	0.0509661		
2	200x200	0.0508989		
2	200x200	0.0507496		
3	200x200	0.0350656		0.03503941
3	200x200	0.0350467		
3	200x200	0.035033		
3	200x200	0.0350855		
3	200x200	0.035101		
3	200x200	0.0350743		
3	200x200	0.0349475		
3	200x200	0.0349569		
3	200x200	0.0349848		
3	200x200	0.0350988		
4	200x200	0.0269067		0.02745959
4	200x200	0.0268576		
4	200x200	0.0268349		
4	200x200	0.0268516		
4	200x200	0.0268414		
4	200x200	0.0268436		
4	200x200	0.0268741		
4	200x200	0.0327883		
4	200x200	0.0269464		
4	200x200	0.0268513		
1	400x400	0.857758		0.8610715
1	400x400	0.8561		
1	400x400	0.858322		
1	400x400	0.855571		
1	400x400	0.88626		
1	400x400	0.861791		
1	400x400	0.859659		
1	400x400	0.860844		
1	400x400	0.857222		
1	400x400	0.857188		
2	400x400	0.432042		0.4306114
2	400x400	0.430467		
2	400x400	0.431322		
2	400x400	0.431636		
2	400x400	0.430952		
2	400x400	0.429946		
2	400x400	0.42869		
2	400x400	0.429917		
2	400x400	0.431647		
2	400x400	0.429495		
3	400x400	0.295483		0.2950875
3	400x400	0.295264		
3	400x400	0.295575		
3	400x400	0.294632		
3	400x400	0.29556		
3	400x400	0.294569		
3	400x400	0.29466		
3	400x400	0.295353		
3	400x400	0.295007		
3	400x400	0.294772		
4	400x400	0.238162		0.2315282
4	400x400	0.234416		
4	400x400	0.22667		
4	400x400	0.232758		
4	400x400	0.22879		
4	400x400	0.227082		
4	400x400	0.227099		
4	400x400	0.243708		
4	400x400	0.228193		
4	400x400	0.228404		
